iter	Passed	Remaining
1674	12114	2350
1675	12121	2343
1676	12129	2336
1677	12137	2329
1678	12144	2321
1679	12151	2314
1680	12158	2307
1681	12165	2300
1682	12173	2292
1683	12180	2285
1684	12186	2278
1685	12194	2271
1686	12200	2263
1687	12208	2256
1688	12216	2249
1689	12224	2242
1690	12232	2235
1691	12240	2228
1692	12247	2220
1693	12254	2213
1694	12262	2206
1695	12269	2199
1696	12276	2191
1697	12283	2184
1698	12290	2177
1699	12297	2170
1700	12305	2162
1701	12313	2155
1702	12320	2148
1703	12327	2141
1704	12334	2134
1705	12341	2126
1706	12347	2119
1707	12354	2112
1708	12361	2104
1709	12368	2097
1710	12374	2090
1711	12381	2082
1712	12387	2075
1713	12394	2068
1714	12400	2060
1715	12407	2053
1716	12414	2046
1717	12421	2038
1718	12427	2031
1719	12434	2024
1720	12441	2016
1721	12448	2009
1722	12455	2002
1723	12462	1995
1724	12468	1987
1725	12475	1980
1726	12482	1973
1727	12489	1965
1728	12497	1958
1729	12504	1951
1730	12511	1944
1731	12519	1937
1732	12526	1929
1733	12533	1922
1734	12540	1915
1735	12547	1908
1736	12553	1900
1737	12560	1893
1738	12566	1886
1739	12573	1878
1740	12580	1871
1741	12587	1864
1742	12593	1856
1743	12600	1849
1744	12607	1842
1745	12614	1835
1746	12621	1827
1747	12628	1820
1748	12635	1813
1749	12642	1806
1750	12648	1798
1751	12655	1791
1752	12662	1784
1753	12668	1776
1754	12674	1769
1755	12682	1762
1756	12689	1754
1757	12695	1747
1758	12702	1740
1759	12710	1733
1760	12717	1726
1761	12724	1718
1762	12731	1711
1763	12738	1704
1764	12745	1697
1765	12753	1689
1766	12761	1682
1767	12769	1675
1768	12776	1668
1769	12785	1661
1770	12793	1654
1771	12801	1647
1772	12808	1639
1773	12816	1632
1774	12824	1625
1775	12831	1618
1776	12839	1611
1777	12846	1604
1778	12854	1596
1779	12862	1589
1780	12871	1582
1781	12879	1575
1782	12887	1568
1783	12895	1561
1784	12903	1554
1785	12911	1547
1786	12919	1539
1787	12927	1532
1788	12935	1525
1789	12944	1518
1790	12952	1511
1791	12960	1504
1792	12969	1497
1793	12976	1490
1794	12983	1482
1795	12990	1475
1796	12997	1468
1797	13004	1460
1798	13010	1453
1799	13018	1446
1800	13025	1439
1801	13032	1431
1802	13039	1424
1803	13046	1417
1804	13053	1410
1805	13059	1402
1806	13066	1395
1807	13073	1388
1808	13080	1381
1809	13086	1373
1810	13092	1366
1811	13100	1359
1812	13107	1351
1813	13114	1344
1814	13122	1337
1815	13128	1330
1816	13135	1322
1817	13142	1315
1818	13149	1308
1819	13157	1301
1820	13164	1294
1821	13171	1286
1822	13178	1279
1823	13185	1272
1824	13193	1265
1825	13200	1257
1826	13208	1250
1827	13215	1243
1828	13224	1236
1829	13231	1229
1830	13238	1221
1831	13246	1214
1832	13270	1209
1833	13296	1203
1834	13308	1196
1835	13315	1189
1836	13327	1182
1837	13336	1175
1838	13344	1168
1839	13351	1160
1840	13358	1153
1841	13365	1146
1842	13373	1139
1843	13379	1131
1844	13387	1124
1845	13394	1117
1846	13402	1110
1847	13408	1102
1848	13416	1095
1849	13422	1088
1850	13429	1081
1851	13437	1073
1852	13444	1066
1853	13452	1059
1854	13460	1052
1855	13468	1044
1856	13476	1037
1857	13483	1030
1858	13491	1023
1859	13499	1016
1860	13506	1008
1861	13514	1001
1862	13521	994
1863	13529	987
1864	13536	979
1865	13542	972
1866	13550	965
1867	13558	958
1868	13566	950
1869	13573	943
1870	13581	936
1871	13589	929
1872	13598	922
1873	13605	914
1874	13613	907
1875	13620	900
1876	13627	893
1877	13635	885
1878	13643	878
1879	13650	871
1880	13658	864
1881	13666	856
1882	13673	849
1883	13683	842
1884	13691	835
1885	13700	828
1886	13707	820
1887	13714	813
1888	13721	806
1889	13729	799
1890	13736	791
1891	13744	784
1892	13751	777
1893	13758	770
1894	13764	762
1895	13771	755
1896	13778	748
1897	13786	740
1898	13794	733
1899	13802	726
1900	13809	719
1901	13817	711
1902	13824	704
1903	13831	697
1904	13838	690
1905	13845	682
1906	13852	675
1907	13859	668
1908	13866	660
1909	13873	653
1910	13880	646
1911	13887	639
1912	13894	631
1913	13900	624
1914	13907	617
1915	13915	610
1916	13922	602
1917	13929	595
1918	13936	588
1919	13944	581
1920	13952	573
1921	13959	566
1922	13966	559
1923	13973	551
1924	13981	544
1925	13988	537
1926	13996	530
1927	14003	522
1928	14010	515
1929	14018	508
1930	14025	501
1931	14032	493
1932	14039	486
1933	14046	479
1934	14053	472
1935	14059	464
1936	14066	457
1937	14073	450
1938	14079	442
1939	14086	435
1940	14094	428
1941	14100	421
1942	14108	413
1943	14115	406
1944	14122	399
1945	14129	392
1946	14137	384
1947	14143	377
1948	14151	370
1949	14158	363
1950	14166	355
1951	14173	348
1952	14180	341
1953	14188	334
1954	14195	326
1955	14203	319
1956	14213	312
1957	14220	305
1958	14227	297
1959	14234	290
1960	14241	283
1961	14249	275
1962	14257	268
1963	14264	261
1964	14271	254
1965	14278	246
1966	14286	239
1967	14293	232
1968	14301	225
1969	14308	217
1970	14315	210
1971	14322	203
1972	14329	196
1973	14335	188
1974	14342	181
1975	14349	174
1976	14356	167
1977	14362	159
1978	14370	152
1979	14378	145
1980	14385	137
1981	14391	130
1982	14399	123
1983	14405	116
1984	14413	108
1985	14420	101
1986	14427	94
1987	14434	87
1988	14441	79
1989	14448	72
1990	14455	65
1991	14462	58
1992	14468	50
1993	14476	43
1994	14483	36
1995	14490	29
1996	14498	21
1997	14505	14
1998	14513	7
1999	14520	0
