iter	Logloss
1515	0.266348743
1516	0.2662448408
1517	0.2662031131
1518	0.2660874634
1519	0.2660059747
1520	0.2659473572
1521	0.2659099155
1522	0.2658943176
1523	0.265837677
1524	0.2657682563
1525	0.2657268422
1526	0.2656098039
1527	0.265544303
1528	0.2655205146
1529	0.2654786207
1530	0.2653763207
1531	0.2653246545
1532	0.2652577413
1533	0.2651866319
1534	0.2650919952
1535	0.264980072
1536	0.264922348
1537	0.2648473612
1538	0.264745836
1539	0.2646437717
1540	0.2646091648
1541	0.2645078583
1542	0.2644289636
1543	0.264366962
1544	0.2643429854
1545	0.2642249722
1546	0.2641435259
1547	0.2640912967
1548	0.264000412
1549	0.2639719696
1550	0.2639211188
1551	0.2638610246
1552	0.2637387746
1553	0.2636563144
1554	0.2635963915
1555	0.2635414344
1556	0.2634195133
1557	0.2633630422
1558	0.2632755568
1559	0.2632234955
1560	0.2631796214
1561	0.263161165
1562	0.2630968119
1563	0.2630620541
1564	0.2629653829
1565	0.262868771
1566	0.262796185
1567	0.2627188093
1568	0.2626773393
1569	0.2626166568
1570	0.2625081092
1571	0.2624282125
1572	0.2623574354
1573	0.262280816
1574	0.2621678619
1575	0.26206977
1576	0.261976237
1577	0.2619255151
1578	0.2618956401
1579	0.26179599
1580	0.261714664
1581	0.261646108
1582	0.2616208598
1583	0.2615765923
1584	0.2615111406
1585	0.26149194
1586	0.261431778
1587	0.2613645596
1588	0.2613168742
1589	0.2612930281
1590	0.2612288818
1591	0.2611486511
1592	0.2610395745
1593	0.2609869843
1594	0.2609178382
1595	0.2608354289
1596	0.2607545013
1597	0.2606856486
1598	0.2606438005
1599	0.2605891435
1600	0.2604639435
1601	0.2603917185
1602	0.2603109996
1603	0.260274648
1604	0.2601832954
1605	0.2601120826
1606	0.2600750614
1607	0.2599559445
1608	0.2598920305
1609	0.259771464
1610	0.2597354465
1611	0.2596435649
1612	0.2595541161
1613	0.259460083
1614	0.2593555535
1615	0.2592674679
1616	0.2591544444
1617	0.2590991228
1618	0.2590741289
1619	0.2589717492
1620	0.2588729672
1621	0.2588002845
1622	0.2587412516
1623	0.258651023
1624	0.258588228
1625	0.2584622396
1626	0.2584020199
1627	0.258307685
1628	0.2581986033
1629	0.258137441
1630	0.2580591024
1631	0.257990331
1632	0.2579096069
1633	0.2578276249
1634	0.2577750702
1635	0.2576931051
1636	0.2575757395
1637	0.257522544
1638	0.2574553358
1639	0.2573535902
1640	0.2573366767
1641	0.2572426978
1642	0.2572366876
1643	0.2571713426
1644	0.2570784454
1645	0.2570096961
1646	0.2569549662
1647	0.2568540039
1648	0.2568068305
1649	0.2567689972
1650	0.2567414568
1651	0.2566865217
1652	0.2566128354
1653	0.2565467055
1654	0.2564686873
1655	0.2563855879
1656	0.2562957831
1657	0.2562529585
1658	0.2561576284
1659	0.2560903625
1660	0.256037167
1661	0.2559637197
1662	0.2559455668
1663	0.2558825192
1664	0.2557691871
1665	0.255730289
1666	0.2556758643
1667	0.2556267259
1668	0.2555868598
1669	0.2554613393
1670	0.2553882565
1671	0.2553727993
1672	0.2553170386
1673	0.2552820723
1674	0.2551609395
1675	0.2550892622
1676	0.2549893511
1677	0.2549325172
1678	0.2548683845
1679	0.2548052894
1680	0.2547665863
1681	0.2546868608
1682	0.2545787642
1683	0.2545533617
1684	0.2544827186
1685	0.2544048174
1686	0.2543331078
1687	0.2542190026
1688	0.2541444177
1689	0.2540673387
1690	0.2540384047
1691	0.2540116899
1692	0.2539502614
1693	0.2538498806
1694	0.253815879
1695	0.2537081418
1696	0.253590666
1697	0.2535387675
1698	0.2534576772
1699	0.2533697493
1700	0.2533293372
1701	0.2532580668
1702	0.2531833903
1703	0.2531147207
1704	0.2529856737
1705	0.2529533657
1706	0.2528724484
1707	0.252837699
1708	0.2527614695
1709	0.252720164
1710	0.2526612803
1711	0.2526061401
1712	0.2525846252
1713	0.252549447
1714	0.2524529266
1715	0.2523946499
1716	0.252342019
1717	0.2522825385
1718	0.2522065514
1719	0.25210466
1720	0.2520603316
1721	0.2520055593
1722	0.2519431135
1723	0.2519111565
1724	0.251884535
1725	0.2518265025
1726	0.2517709401
1727	0.2517084384
1728	0.25163797
1729	0.2515697801
1730	0.2514665087
1731	0.2513675469
1732	0.25128223
1733	0.2511992459
1734	0.251072069
1735	0.2509910414
1736	0.2509361827
1737	0.2509004178
1738	0.250846444
1739	0.2507501509
1740	0.2506877001
1741	0.2506164686
1742	0.2505664164
1743	0.2505076074
1744	0.2504771966
1745	0.2504223565
1746	0.2503953467
1747	0.2503148956
1748	0.2502243262
1749	0.250106191
1750	0.2500480482
1751	0.2499768914
1752	0.249896403
1753	0.2498434855
1754	0.249830741
1755	0.249731035
1756	0.2496682248
1757	0.2496235012
1758	0.2495739221
1759	0.2495293749
1760	0.2494684567
1761	0.2493666789
1762	0.2493274723
1763	0.2492500441
1764	0.2491375936
1765	0.2490935262
1766	0.2490539653
1767	0.2489857059
1768	0.2489308489
1769	0.248830702
1770	0.2487446204
1771	0.248716334
1772	0.2486174791
1773	0.2485729116
1774	0.2485558133
1775	0.2485220727
1776	0.2484947662
1777	0.2484712287
1778	0.2483624471
1779	0.2483264516
1780	0.2482734545
1781	0.2482585568
1782	0.2481496226
1783	0.2480592584
1784	0.2480162082
1785	0.2479333106
1786	0.2478582526
1787	0.2478021715
1788	0.2477313639
1789	0.2476935916
1790	0.2476282179
1791	0.2475423821
1792	0.2474724002
1793	0.2473834551
1794	0.2473046366
1795	0.2472376539
1796	0.2471858012
1797	0.2471212582
1798	0.2470734507
1799	0.2469947052
1800	0.2469448497
1801	0.2468497654
1802	0.2468132612
1803	0.2467661014
1804	0.2466754218
1805	0.2466317376
1806	0.2465691359
1807	0.2465210198
1808	0.2464204763
1809	0.246404424
1810	0.2464007433
1811	0.2463180949
1812	0.2462476959
1813	0.2462016042
1814	0.246105857
1815	0.2460010512
1816	0.2459509905
1817	0.2458751678
1818	0.2457932807
1819	0.2457771471
1820	0.2456885885
1821	0.2456459791
1822	0.2455406884
1823	0.245444675
1824	0.245384847
1825	0.2453358629
1826	0.2452218136
1827	0.2451245456
1828	0.2450589684
1829	0.2450109626
1830	0.2449503072
1831	0.2448725043
1832	0.2448171082
1833	0.2448064779
1834	0.2447524567
1835	0.2447048645
1836	0.2446123776
1837	0.2445917358
1838	0.2445654585
1839	0.2445341831
1840	0.2444779917
1841	0.2443913184
1842	0.2443053792
1843	0.2442219442
1844	0.2441500838
1845	0.2440671573
1846	0.2440144772
1847	0.2440070513
1848	0.2439125604
1849	0.243854777
1850	0.243750017
1851	0.2437130805
1852	0.2436732703
1853	0.2435994737
1854	0.2435089315
1855	0.2434560377
1856	0.2433990224
1857	0.2433023716
1858	0.2432620188
1859	0.2431312849
1860	0.2430788184
1861	0.2430465393
1862	0.2430175205
1863	0.2429284481
1864	0.2429123383
1865	0.2428576457
1866	0.2427959612
1867	0.2427275594
1868	0.2426718699
1869	0.2426168179
1870	0.2425584089
1871	0.2424909566
1872	0.2424477302
1873	0.2424220785
1874	0.242410414
1875	0.2423804372
1876	0.2423403524
1877	0.242232193
1878	0.2421850942
1879	0.2421419135
1880	0.2421066216
1881	0.2420798035
1882	0.2420310415
1883	0.2419554172
1884	0.2418892585
1885	0.241827574
1886	0.2417797869
1887	0.2417127516
1888	0.2416308102
1889	0.2415940128
1890	0.2415125173
1891	0.2414333123
1892	0.2414006687
1893	0.2413330824
1894	0.241307702
1895	0.2412771403
1896	0.2412321421
1897	0.2411801198
1898	0.2410912594
1899	0.2410430722
1900	0.240973548
1901	0.2408640408
1902	0.2407958561
1903	0.2407097829
1904	0.2406428901
1905	0.2405843201
1906	0.2405025245
1907	0.2404432526
1908	0.2403874749
1909	0.2403009728
1910	0.2402328712
1911	0.2401687147
1912	0.2401256782
1913	0.2400959795
1914	0.240001926
1915	0.2399446801
1916	0.23987087
1917	0.2398474579
1918	0.2397907138
1919	0.2397248077
1920	0.2396287231
1921	0.2395973935
1922	0.2395326843
1923	0.2395180393
1924	0.2394275818
1925	0.239374705
1926	0.2393196004
1927	0.2392838796
1928	0.239244339
1929	0.2391706916
1930	0.2390763007
1931	0.2390091773
1932	0.2389753011
1933	0.2389091543
1934	0.238842197
1935	0.238821267
1936	0.2387751668
1937	0.2387234395
1938	0.2386613261
1939	0.2386015795
1940	0.2385606978
1941	0.2384771033
1942	0.2383972592
1943	0.2383180203
1944	0.238262758
1945	0.2382204132
1946	0.2381889089
1947	0.238171441
1948	0.2381084985
1949	0.2380597687
1950	0.2379342109
1951	0.2378503706
1952	0.2378027903
1953	0.2377487878
1954	0.2377113173
1955	0.2376746589
1956	0.2375807088
1957	0.2375084296
1958	0.237425371
1959	0.2373565436
1960	0.2373105113
1961	0.2372779829
1962	0.2372070211
1963	0.237188797
1964	0.2371458384
1965	0.2371024051
1966	0.2370616913
1967	0.2370430976
1968	0.2370059289
1969	0.2369735803
1970	0.2369479133
1971	0.2368949466
1972	0.2368506487
1973	0.2367934892
1974	0.2367353397
1975	0.2366600444
1976	0.2365712568
1977	0.2365326877
1978	0.2364703217
1979	0.236415702
1980	0.236358473
1981	0.2363023699
1982	0.2362772471
1983	0.2361946903
1984	0.2361183506
1985	0.2360215454
1986	0.2359468333
1987	0.2358609043
1988	0.2357945947
1989	0.2357497253
1990	0.2356430766
1991	0.235598348
1992	0.2355699632
1993	0.2354750502
1994	0.2354588894
1995	0.2353668959
1996	0.235290017
1997	0.235223548
1998	0.2351685605
1999	0.2350574917
