iter	Logloss
159	0.4038373447
160	0.4037067871
161	0.4035784709
162	0.4034928216
163	0.4033726332
164	0.4032032233
165	0.4031198764
166	0.4029881829
167	0.4027797682
168	0.4026206835
169	0.4024943915
170	0.4023556959
171	0.4022493795
172	0.402152771
173	0.4020285678
174	0.4019555122
175	0.40180444
176	0.4017219442
177	0.4016238641
178	0.4015146213
179	0.4014029202
180	0.4012954203
181	0.4012080282
182	0.4010833435
183	0.4009981723
184	0.400923194
185	0.4007922465
186	0.4006630927
187	0.4005838114
188	0.4004176534
189	0.4002812161
190	0.4001286689
191	0.399933041
192	0.3998287659
193	0.3996255391
194	0.3996006436
195	0.3995328369
196	0.3992857022
197	0.3990861986
198	0.3988925103
199	0.3988054843
200	0.3986416626
201	0.3984758742
202	0.3983561028
203	0.3982793579
204	0.3981329617
205	0.397997328
206	0.3978695136
207	0.3977808024
208	0.3976916945
209	0.3974625109
210	0.3973170098
211	0.3971430223
212	0.3969354079
213	0.3968173319
214	0.3965976122
215	0.3964599033
216	0.3962817756
217	0.396164778
218	0.3960492316
219	0.3959799635
220	0.3958144599
221	0.3956333686
222	0.3954612766
223	0.3953752136
224	0.3951828613
225	0.395089681
226	0.3948945075
227	0.3946753642
228	0.3945098504
229	0.3942901815
230	0.3941012505
231	0.393967553
232	0.3938732503
233	0.393787028
234	0.3936552836
235	0.3934960293
236	0.3933512234
237	0.3932508681
238	0.3930229187
239	0.3929026116
240	0.3926952243
241	0.3925556132
242	0.3925402052
243	0.3923451402
244	0.3922368096
245	0.3920790982
246	0.3918871155
247	0.3916691081
248	0.3915519782
249	0.3914454142
250	0.3912481113
251	0.3909951036
252	0.3908657294
253	0.3907880859
254	0.3906777988
255	0.3905794237
256	0.390391744
257	0.390314192
258	0.3902577922
259	0.3900650838
260	0.3898231574
261	0.3896397095
262	0.3894944763
263	0.3893234117
264	0.3892182719
265	0.3891233419
266	0.3889195896
267	0.3887328491
268	0.388621365
269	0.3885129632
270	0.3882743056
271	0.3881251051
272	0.3880117221
273	0.387818339
274	0.3876361627
275	0.3875686069
276	0.387313836
277	0.3871762865
278	0.3871074219
279	0.3869600762
280	0.3868941583
281	0.3867518378
282	0.3866636759
283	0.3864951375
284	0.3863513184
285	0.386209788
286	0.386054718
287	0.3859107225
288	0.3858201972
289	0.3857154677
290	0.385490214
291	0.3853261041
292	0.3851403097
293	0.3850428535
294	0.384899526
295	0.384711358
296	0.384614424
297	0.3844853516
298	0.3843668552
299	0.3843079224
300	0.3841726651
301	0.3840526225
302	0.3838847961
303	0.3837065837
304	0.3835806207
305	0.3834757385
306	0.3833527188
307	0.3833025716
308	0.3831462775
309	0.3830184937
310	0.3828243781
311	0.382644616
312	0.3825629137
313	0.3824402805
314	0.3822872687
315	0.3821854689
316	0.3821340332
317	0.3820305752
318	0.381874566
319	0.3817303772
320	0.3816583489
321	0.381557529
322	0.3814927673
323	0.3813453166
324	0.3812542623
325	0.381103241
326	0.38093593
327	0.3807622816
328	0.3806519572
329	0.380573544
330	0.3803863797
331	0.38031309
332	0.3801571011
333	0.3799866909
334	0.3798308953
335	0.3797185805
336	0.3795703193
337	0.3793431159
338	0.3792440796
339	0.3791503432
340	0.3790270996
341	0.3789902445
342	0.3788154229
343	0.3786531067
344	0.3785715773
345	0.3784962124
346	0.3783940803
347	0.3781671753
348	0.3780531074
349	0.3778816291
350	0.3778700256
351	0.3777339478
352	0.377514289
353	0.3773816969
354	0.3773681302
355	0.3772121582
356	0.3771939663
357	0.3770533447
358	0.376924391
359	0.3767997843
360	0.3767222154
361	0.3766109043
362	0.3764357062
363	0.3762571988
364	0.3761101278
365	0.3759449938
366	0.3757436659
367	0.3756253255
368	0.3755355971
369	0.3754111159
370	0.375288503
371	0.3752477722
372	0.3750661926
373	0.374915585
374	0.3748346456
375	0.374676924
376	0.3745696072
377	0.374394555
378	0.3742963087
379	0.374194597
380	0.3739644572
381	0.3738121677
382	0.3736395298
383	0.3736028035
384	0.3734364319
385	0.3732538961
386	0.373142473
387	0.3729798923
388	0.3728100179
389	0.3726357693
390	0.3724475471
391	0.3722754991
392	0.3720925869
393	0.3719520942
394	0.3718141886
395	0.3716710612
396	0.3715626289
397	0.3714336446
398	0.3712907206
399	0.3711276686
400	0.3710661723
401	0.3709440002
402	0.3708700595
403	0.3707406379
404	0.3705753716
405	0.3704196676
406	0.3702852241
407	0.3701997952
408	0.370098175
409	0.3699376051
410	0.3698324958
411	0.369746304
412	0.3696711934
413	0.3695208605
414	0.3693945109
415	0.3693598362
416	0.3691436293
417	0.3690640259
418	0.3689056939
419	0.3687292616
420	0.3685965576
421	0.3684122823
422	0.3682882012
423	0.3681766561
424	0.3681242676
425	0.3679101529
426	0.3678548279
427	0.3677908868
428	0.3676588881
429	0.367476905
430	0.3674287109
431	0.3673434957
432	0.3671563076
433	0.3670479669
434	0.3669006178
435	0.3667505595
436	0.3666427036
437	0.3665281609
438	0.3663174337
439	0.3662542487
440	0.3661880595
441	0.3660397644
442	0.3659367438
443	0.3657914225
444	0.365732605
445	0.3655383063
446	0.3654253133
447	0.3653019579
448	0.3651938307
449	0.3650417277
450	0.3649736091
451	0.364905521
452	0.3647729865
453	0.3646367594
454	0.3644551832
455	0.3643600091
456	0.3642593689
457	0.3641341688
458	0.3640295139
459	0.3638738403
460	0.3636628994
461	0.3636155362
462	0.3635422092
463	0.3634452108
464	0.3633523119
465	0.3632570597
466	0.363141571
467	0.363054501
468	0.3629675734
469	0.3628868578
470	0.362776218
471	0.3626133558
472	0.3624348721
473	0.3622427979
474	0.3620897997
475	0.3620208469
476	0.3619878574
477	0.3618783434
478	0.3617327372
479	0.3615803053
480	0.3614908515
481	0.3613186544
482	0.3611321174
483	0.3609714389
484	0.3609534268
485	0.3608522102
486	0.3607162577
487	0.3606084086
488	0.3604928487
489	0.3604012044
490	0.3602704536
491	0.360238288
492	0.3601156514
493	0.3599517449
494	0.3598506266
495	0.3598044773
496	0.3596541341
497	0.3595648159
498	0.3594294637
499	0.3593118829
500	0.3591690403
501	0.3590131734
502	0.3589798381
503	0.3588585883
504	0.3587214966
505	0.3584999864
506	0.3583982815
507	0.3582914429
508	0.3582154405
509	0.3581072727
510	0.3579782274
511	0.3577796461
512	0.3576640252
513	0.3575311517
514	0.3574134216
515	0.3573268399
516	0.3571850349
517	0.3570317061
518	0.3569223735
519	0.3568435906
520	0.3568057048
521	0.3566863064
522	0.3565615082
523	0.3564007704
524	0.3562924143
525	0.3562018416
526	0.3560416565
527	0.3559336056
528	0.3557933638
529	0.3555786031
530	0.3554163327
531	0.3552874247
532	0.3551841583
533	0.3550459527
534	0.3549288059
535	0.3548622301
536	0.3547391713
537	0.3546093292
538	0.3545511085
539	0.3543955248
540	0.3542226495
541	0.3540608809
542	0.3539858619
543	0.3538658244
544	0.3536817627
545	0.3535943281
546	0.3534607934
547	0.3534228889
548	0.3532456801
549	0.3531063436
550	0.3530018684
551	0.352966724
552	0.3528380008
553	0.3527024282
554	0.3526262258
555	0.3524372525
556	0.35231486
557	0.3522535146
558	0.3521435021
559	0.352080051
560	0.3519984911
561	0.3519287533
562	0.3518592394
563	0.3516735399
564	0.351481508
565	0.3514523298
566	0.3512707316
567	0.3511874542
568	0.351136556
569	0.351049842
570	0.3508757443
571	0.3507244805
572	0.3505685916
573	0.3504755385
574	0.3503855523
575	0.3502740682
576	0.3500297818
577	0.3499464857
578	0.349876002
579	0.3497577684
580	0.3496194458
581	0.3494669935
582	0.3493419325
583	0.3492788798
584	0.3491680518
585	0.3490990533
586	0.3490417277
587	0.348904051
588	0.3487989485
589	0.3486772139
590	0.3485805037
591	0.348523858
592	0.3484512024
593	0.3483364631
594	0.3481890649
595	0.348046936
596	0.3479868571
597	0.3478673164
598	0.3477873942
599	0.3477169122
600	0.3475943993
601	0.3474720052
602	0.347401162
603	0.347355506
604	0.3472773471
605	0.347186815
606	0.3470813277
607	0.3470056695
608	0.3469365014
609	0.3468045603
610	0.3466751658
611	0.346508823
612	0.3463223724
613	0.3461597731
614	0.3460713755
615	0.3458782654
616	0.3457669712
617	0.3456430766
618	0.3455548214
619	0.3454030033
620	0.3452592027
621	0.3451786279
622	0.3451326311
623	0.3449754147
624	0.3448352509
625	0.3446786109
626	0.3445483348
627	0.3444336599
628	0.3443006015
629	0.3442385203
630	0.3441445228
631	0.3439458025
632	0.343849333
633	0.3437863922
634	0.3437637702
635	0.3436586168
636	0.3436009827
637	0.3435030314
638	0.3434606696
639	0.3433940311
640	0.3432151811
641	0.3431521827
642	0.3430557997
643	0.3428600583
644	0.3426994273
645	0.3425583733
646	0.3424160563
647	0.3422714522
648	0.3421571943
649	0.3420884891
650	0.3419109429
651	0.3418306902
652	0.3416648526
653	0.3414684923
654	0.341357093
655	0.341235377
656	0.3411933085
657	0.3411156057
658	0.3410741289
659	0.3409679396
660	0.3408672943
661	0.3407544098
662	0.3406462267
663	0.3406074236
664	0.3405128326
665	0.3404151544
666	0.3403514489
667	0.3402733036
668	0.3402424316
669	0.3400629035
670	0.3399209052
671	0.3397810652
672	0.3396426324
673	0.3395692206
674	0.339458552
675	0.3393785909
676	0.3392604896
677	0.3391652137
678	0.3390367855
679	0.3388779009
680	0.3387986162
681	0.3387212321
682	0.3386428443
683	0.3385738661
684	0.3384538947
685	0.338379637
686	0.3382171699
687	0.3380309262
688	0.3379787954
689	0.3378465763
690	0.3377504086
691	0.3376819645
692	0.3376022407
693	0.3375493961
694	0.3374850532
695	0.3374053752
696	0.3372744327
697	0.3372100627
698	0.337157018
699	0.3370322401
700	0.3369841207
701	0.336874349
702	0.3367715166
703	0.3366373291
704	0.3365034214
705	0.3363963114
706	0.3362839271
707	0.336143948
708	0.3360795085
709	0.3359795498
710	0.3359085286
711	0.3358139784
712	0.335664561
713	0.3355624424
714	0.3353707208
715	0.3352446713
716	0.3350916612
717	0.3349808926
718	0.3348734928
719	0.3347148675
720	0.3346524929
721	0.3344984504
722	0.3344245809
723	0.3343319177
724	0.3342088165
725	0.3340895827
726	0.3339997711
727	0.3338275113
728	0.3337081706
729	0.3335918087
730	0.3335616692
731	0.3334906125
732	0.3333357578
733	0.3332365316
734	0.3331032681
735	0.333007014
736	0.332853558
737	0.3327109358
738	0.332602929
739	0.3325107405
740	0.3323889991
741	0.3322825538
742	0.332158866
743	0.3320590142
744	0.3320091621
745	0.3318903758
746	0.3318040398
747	0.3317185449
748	0.331580702
749	0.3314424506
750	0.3313703613
751	0.331217258
752	0.3311053992
753	0.3309648726
754	0.3308603126
755	0.330823861
756	0.3307040185
757	0.3305707143
758	0.3304756961
759	0.3303475138
760	0.3302499797
761	0.330203893
762	0.3301090325
763	0.3300088264
764	0.329887246
765	0.3297662252
766	0.3296836344
767	0.3296131592
768	0.3295442793
769	0.329374271
770	0.3292896508
771	0.3291727108
772	0.3290797696
773	0.3289967261
774	0.3289195167
775	0.3288396759
776	0.328763087
777	0.3287114783
778	0.3285916409
779	0.3285550859
780	0.3285084568
781	0.3283956316
782	0.3283303562
783	0.3282238227
784	0.328084515
785	0.3279749179
786	0.3278853675
787	0.3278010796
788	0.3277055444
789	0.3275846693
790	0.3274605001
791	0.3273920661
792	0.3272710978
793	0.3271700524
794	0.327070499
795	0.3270002713
796	0.3268996396
797	0.3267984111
798	0.3267370843
799	0.3266038327
800	0.3265040741
801	0.3264099443
802	0.3262906477
803	0.3262235379
804	0.3261816067
805	0.3260904321
806	0.3259444665
807	0.3258577915
808	0.3257699195
809	0.3257380185
810	0.3256190575
811	0.3255466631
812	0.3254390547
813	0.325300688
814	0.3251905145
815	0.3251387668
816	0.3250764194
817	0.3249518856
818	0.3248953061
819	0.3248031006
820	0.324742335
821	0.3246203342
822	0.3244675412
823	0.3243963114
824	0.3243531426
825	0.3242674442
826	0.3241922557
827	0.3240587311
828	0.3239378747
829	0.3237667067
830	0.3236503516
831	0.323585083
832	0.3234733107
833	0.3233935326
834	0.3233012882
835	0.3232060632
836	0.3231701135
837	0.3230564796
838	0.3229342855
839	0.3228448181
840	0.3227720862
841	0.3226846008
842	0.3225137295
843	0.3224832374
844	0.3223833194
845	0.3222951304
846	0.322188741
847	0.322037028
848	0.3220043674
849	0.3219146406
850	0.3217946353
851	0.3216880442
852	0.3215500793
853	0.3214714881
854	0.3213802863
855	0.3212722761
856	0.3212191705
857	0.3211463572
858	0.3210733643
859	0.320991233
860	0.3208794929
861	0.3207695041
862	0.3206722565
863	0.3205792253
864	0.3204494866
865	0.3203907912
866	0.3202618035
867	0.3201363169
868	0.3199731869
869	0.3199122908
870	0.3198295407
871	0.3197328491
872	0.3196315782
873	0.3195686154
874	0.3194665324
875	0.3194382782
876	0.3193392131
877	0.3192179023
878	0.3191230147
879	0.3190516476
880	0.318939738
881	0.3188518151
882	0.3187872687
883	0.3187201606
884	0.3186292335
885	0.3184645844
886	0.3183057336
887	0.318286794
888	0.3181344927
889	0.3180364685
890	0.3179418691
891	0.3178173913
892	0.3177455936
893	0.3176609751
894	0.3176260715
895	0.3175637156
896	0.3175080719
897	0.31747563
898	0.3173855591
899	0.3173031565
900	0.3172840661
901	0.3172400835
902	0.3171809455
903	0.3171221415
904	0.3170431417
905	0.3169987183
906	0.3169332564
907	0.3168143972
908	0.3167261827
909	0.316668886
910	0.3165759939
911	0.3164515194
912	0.3164048987
913	0.3162438388
914	0.3161650713
915	0.3160694139
916	0.3159994507
917	0.3158872986
918	0.315776118
919	0.3156708527
920	0.3155562117
921	0.3155191091
922	0.3154609951
923	0.3153309496
924	0.3151740672
925	0.315073683
926	0.3149731649
927	0.3149479218
928	0.314827418
929	0.3147652334
930	0.3146683587
931	0.3146024034
932	0.3144811384
933	0.3144149102
934	0.3143010474
935	0.3142277442
936	0.3141227756
937	0.3140132192
938	0.3138896281
939	0.3138266635
940	0.3137315369
941	0.3136787652
942	0.3136022627
943	0.3135285763
944	0.3134318831
945	0.3132998352
946	0.313200158
947	0.3130965678
948	0.3130005764
949	0.3129066196
950	0.3127900865
951	0.3127281647
952	0.3125570679
953	0.312500651
954	0.3124293264
955	0.3123577542
956	0.3122577447
957	0.3120838216
958	0.3119174211
959	0.3118228912
960	0.3117630361
961	0.3116743639
962	0.3115929515
963	0.3115474599
964	0.3114932336
965	0.3113761122
966	0.3112474721
967	0.3111338755
968	0.31108166
969	0.3109690789
970	0.3108897196
971	0.3107348836
972	0.3106412252
973	0.31050187
974	0.3103677487
975	0.3102711995
976	0.3102132416
977	0.3101346571
978	0.3100134413
979	0.3099331563
980	0.309915941
981	0.3098089617
982	0.3097264489
983	0.3096085934
984	0.3094816284
985	0.3094453125
986	0.3093458269
987	0.3093264669
988	0.3092509427
989	0.3091573079
990	0.3090894318
991	0.3090060933
992	0.3089435696
993	0.3088217841
994	0.3086828037
995	0.3086365763
996	0.308566001
997	0.3085078549
998	0.3083870443
999	0.3082843899
1000	0.3082144267
1001	0.3081162652
1002	0.308050627
1003	0.3079429304
1004	0.3078122626
1005	0.3077623037
1006	0.3077176242
1007	0.3076629859
1008	0.3075343153
1009	0.3074637282
1010	0.3074267731
1011	0.3073035431
1012	0.3072135162
1013	0.3071428172
1014	0.3070286085
1015	0.3069081692
1016	0.3068433278
1017	0.30680287
1018	0.3066893344
1019	0.3065994534
1020	0.3065545993
1021	0.3064591675
1022	0.3063551737
1023	0.3063202752
1024	0.3061969791
1025	0.3061299642
1026	0.3060789049
1027	0.3059422862
1028	0.3058227895
1029	0.3057804481
1030	0.3057227071
1031	0.3056619551
1032	0.3055950826
1033	0.3055090417
1034	0.305441586
1035	0.3053581119
1036	0.3053160366
1037	0.3052411126
1038	0.3051647068
1039	0.305059628
1040	0.304972268
1041	0.3049112345
1042	0.3048364682
1043	0.3047303687
1044	0.3045958591
1045	0.3045061832
1046	0.3044464874
1047	0.3043086853
1048	0.3042060954
1049	0.304144126
1050	0.3040442183
1051	0.3039437714
1052	0.3039018148
1053	0.3038158332
1054	0.3037457479
1055	0.3037205929
1056	0.3036086205
1057	0.3035119917
1058	0.3034290382
1059	0.3033767819
1060	0.303256602
1061	0.303159278
1062	0.3030110287
1063	0.3029404178
1064	0.302847151
1065	0.3028210924
1066	0.3027119191
1067	0.3026489003
1068	0.3025278761
1069	0.3023965946
1070	0.3022974514
1071	0.3021908756
1072	0.3020647159
1073	0.3020436452
1074	0.3019807926
1075	0.3019013858
1076	0.3017879232
1077	0.3016818865
1078	0.301631017
1079	0.3015421143
1080	0.3014480404
1081	0.301293691
1082	0.3012160814
1083	0.3010767008
1084	0.3010470412
1085	0.300950002
1086	0.3008558451
1087	0.3007790426
1088	0.3006394535
1089	0.300539995
1090	0.3004273427
1091	0.3002808651
1092	0.3002380846
1093	0.300177614
1094	0.3001166551
1095	0.3000875498
1096	0.3000338779
1097	0.2999491628
1098	0.2999058787
1099	0.2997869212
1100	0.2996807827
1101	0.299598682
1102	0.299552892
1103	0.2994587691
1104	0.2994325375
1105	0.2993024258
1106	0.2992216407
1107	0.2991363729
1108	0.2990425059
1109	0.2989259796
1110	0.2988720245
1111	0.2987461039
1112	0.2987051069
1113	0.2985850016
1114	0.2984856991
1115	0.2984319407
1116	0.2983566216
1117	0.2982662201
1118	0.2981977013
1119	0.2980934211
1120	0.2980113051
1121	0.297901435
1122	0.2977811991
1123	0.2976819645
1124	0.2975946282
1125	0.2974907447
1126	0.2974064348
1127	0.2973708445
1128	0.2972562527
1129	0.2972133959
1130	0.2971041022
1131	0.2970732134
1132	0.2969775764
1133	0.2968670637
1134	0.296854009
1135	0.2967935672
1136	0.296729755
1137	0.2965900913
1138	0.2965394067
1139	0.296442888
1140	0.2963592038
1141	0.2962834303
1142	0.2961873796
1143	0.2961197713
1144	0.2960363413
1145	0.2959238553
1146	0.295876965
1147	0.2957958611
1148	0.2957494236
1149	0.2956129795
1150	0.2955025736
1151	0.295395262
1152	0.2953268551
1153	0.2952338325
1154	0.2951533169
1155	0.2950371229
1156	0.2949640215
1157	0.2948334825
1158	0.2947768165
1159	0.2947327152
1160	0.2946083917
1161	0.2945599043
1162	0.2944470825
1163	0.2944104394
1164	0.2943502689
1165	0.2942680206
1166	0.2941853078
1167	0.2940999061
1168	0.2940144246
1169	0.2938637017
1170	0.2938047163
1171	0.2936832258
1172	0.2935990431
1173	0.2935308584
1174	0.2934681753
1175	0.293416175
1176	0.2932562002
1177	0.2932189043
1178	0.2931031053
1179	0.2930186039
1180	0.2929353248
1181	0.2928655158
1182	0.2928023682
1183	0.2926864505
1184	0.2926253526
1185	0.2925515611
1186	0.2925053897
1187	0.2924427795
1188	0.2923508352
1189	0.2922282494
1190	0.292176417
1191	0.2921243591
1192	0.2920367923
1193	0.2919825321
1194	0.2919218818
1195	0.2918673214
1196	0.2917947862
1197	0.2916775937
1198	0.2915913934
1199	0.2914982215
1200	0.2913765564
1201	0.291306093
1202	0.2911465064
1203	0.2910641259
1204	0.2910001916
1205	0.2908961351
1206	0.2907874502
1207	0.2906941884
1208	0.2906423645
1209	0.2905411665
1210	0.2904324748
1211	0.290386166
1212	0.2902256961
1213	0.2901157193
1214	0.2899973992
1215	0.2898876444
1216	0.2898449266
1217	0.2898178575
1218	0.2897947829
1219	0.2896943105
1220	0.2896265767
1221	0.289551768
1222	0.2894879812
1223	0.2894146745
1224	0.2893334079
1225	0.2891836802
1226	0.2890894352
1227	0.2889508701
1228	0.2888451843
1229	0.2887791256
1230	0.2886773478
1231	0.2886075083
1232	0.2885566678
1233	0.2885062595
1234	0.2884475284
1235	0.2883792826
1236	0.2882531603
1237	0.2881980404
1238	0.2881202155
1239	0.2880866191
1240	0.2880393151
1241	0.2879754723
1242	0.2878846673
1243	0.2877896762
1244	0.2876719021
1245	0.2875232052
1246	0.2873824175
1247	0.2873326416
1248	0.2872503357
1249	0.2872015635
1250	0.2871649272
1251	0.287049686
1252	0.2869972941
1253	0.2869086185
1254	0.2868182339
1255	0.2867701467
1256	0.2867373081
1257	0.2866614465
1258	0.2865965322
1259	0.2864836409
1260	0.2863774228
1261	0.2863017832
1262	0.2862237311
1263	0.2861899668
1264	0.2861614634
1265	0.2860836673
1266	0.2859439172
1267	0.2858716431
1268	0.2858179745
1269	0.2857333154
1270	0.2856417881
1271	0.285599667
1272	0.2855861799
1273	0.2855209249
1274	0.2854304674
1275	0.2853463999
1276	0.2852237684
1277	0.2850702854
1278	0.2849463247
1279	0.2848727366
1280	0.2848319312
1281	0.2847575972
1282	0.2846694505
1283	0.2845744375
1284	0.284507331
1285	0.2844413045
1286	0.2844039968
1287	0.2842771132
1288	0.2842325439
1289	0.2841119724
1290	0.2840787354
1291	0.2839928792
1292	0.283844223
1293	0.2837499084
1294	0.2836577148
1295	0.2835562473
1296	0.2834619395
1297	0.2834088474
1298	0.2833296492
1299	0.2832416212
1300	0.2832105933
1301	0.2831388974
1302	0.2829925571
1303	0.2829639672
1304	0.2828536224
1305	0.2826905551
1306	0.2826143646
1307	0.28255002
1308	0.2824495443
1309	0.2823488651
1310	0.2822491269
1311	0.2821706
1312	0.2820986752
1313	0.2819887204
1314	0.2819328189
1315	0.2818547753
1316	0.2817930773
1317	0.2816911926
1318	0.2816540748
1319	0.2816354268
1320	0.2815328539
1321	0.2815128072
1322	0.2814327562
1323	0.2813712175
1324	0.2813409458
1325	0.2812697991
1326	0.2812025265
1327	0.2810716671
1328	0.2809926402
1329	0.2809195828
1330	0.2808427548
1331	0.2807717675
1332	0.2806829834
1333	0.2805798679
1334	0.2805381504
1335	0.2804491119
1336	0.2803821581
1337	0.2803090244
1338	0.2802151608
1339	0.280124766
1340	0.2800691596
1341	0.2800248176
1342	0.2799179365
1343	0.2798419562
1344	0.2797291582
1345	0.2796807251
1346	0.2795346527
1347	0.2794307641
1348	0.279339447
1349	0.2792605099
1350	0.2791478831
1351	0.2790745205
1352	0.2789858771
1353	0.2789125926
1354	0.2788646172
1355	0.2787193519
1356	0.2786464267
1357	0.2785513763
1358	0.2784409281
1359	0.278319202
1360	0.2782597928
1361	0.2781702389
1362	0.2780723538
1363	0.2779563531
1364	0.2778617469
1365	0.2777744056
1366	0.2776812015
1367	0.277616723
1368	0.2775055305
1369	0.277458513
1370	0.2773892958
1371	0.2773068559
1372	0.2772228258
1373	0.2771380615
1374	0.2770805359
1375	0.2769885152
1376	0.2769313015
1377	0.2768745541
1378	0.2767712691
1379	0.2767112596
1380	0.2766360406
1381	0.2766013116
1382	0.2764395311
1383	0.2763565097
1384	0.2763354967
1385	0.2762160933
1386	0.2761216295
1387	0.2760452016
1388	0.2759578298
1389	0.2759192234
1390	0.2758813273
1391	0.2758043738
1392	0.2757301212
1393	0.2755832842
1394	0.2755103624
1395	0.2754391717
1396	0.2753908793
1397	0.2753470645
1398	0.2753031125
1399	0.275233551
1400	0.275181839
1401	0.2751189219
1402	0.2750164863
1403	0.2749384121
1404	0.2748790419
1405	0.2747746785
1406	0.2747275933
1407	0.2747145877
1408	0.2746412201
1409	0.2745778486
1410	0.2745470734
1411	0.2744923401
1412	0.2744414435
1413	0.2743697815
1414	0.274281623
1415	0.2742039931
1416	0.2741427985
1417	0.2740689663
1418	0.2740488027
1419	0.2739829288
1420	0.273898902
1421	0.2738568912
1422	0.2738063015
1423	0.2737241753
1424	0.2736496209
1425	0.273619712
1426	0.2735761956
1427	0.2735138652
1428	0.2734022081
1429	0.2732838169
1430	0.273195677
1431	0.2731549513
1432	0.2731000671
1433	0.2730393032
1434	0.2729505446
1435	0.2728918864
1436	0.2728169132
1437	0.2727478282
1438	0.2726614787
1439	0.2725202806
1440	0.2723894009
1441	0.2722808872
1442	0.2721874101
1443	0.2721229333
1444	0.2720160116
1445	0.2718921814
1446	0.2717664371
1447	0.271708196
1448	0.2716435123
1449	0.2715838945
1450	0.2715061137
1451	0.2714342092
1452	0.2713787401
1453	0.2713368683
1454	0.271241389
1455	0.2711743978
1456	0.2710903456
1457	0.2710795966
1458	0.2710452033
1459	0.2709755198
1460	0.2709084642
1461	0.2708118659
1462	0.2707484606
1463	0.2706988068
1464	0.2706014303
1465	0.2705160082
1466	0.2704454481
1467	0.2703490482
1468	0.2703234626
1469	0.2702783356
1470	0.2702051765
1471	0.2701442362
1472	0.2700461578
1473	0.2699920756
1474	0.2699153205
1475	0.2698133884
1476	0.2697075314
1477	0.2696258341
1478	0.2695982802
1479	0.2695306329
1480	0.2693872511
1481	0.2693563521
1482	0.2693313514
1483	0.2692614254
1484	0.2691717088
1485	0.2690756107
1486	0.2689615394
1487	0.2688744897
1488	0.2687763502
1489	0.2686784261
1490	0.2685790693
1491	0.2685328844
1492	0.2684767575
1493	0.2684244995
1494	0.2683003269
1495	0.2681847653
1496	0.2680482195
1497	0.2679879795
1498	0.2679285211
1499	0.2678491194
1500	0.2677449527
1501	0.2676774597
1502	0.2675975918
1503	0.2675186242
1504	0.2674308777
1505	0.2674002686
1506	0.2673003065
1507	0.2671637709
1508	0.2670624051
1509	0.2669582689
1510	0.2668082275
1511	0.266704739
1512	0.2666288944
1513	0.2665436656
1514	0.2664513906
